ID,Charm Type,Charm Name,Skill 1,Skill 2,Charm Slot,Table No.
24870,Timeworn Charm,King Talisman,PierceS Up +3,NormalS Up +1,0,6
63162,Timeworn Charm,King Talisman,Carving +2,Ice Attack +4,0,6
4802,Timeworn Charm,Queen Talisman,NormalS Up +3,,0,6
60796,Timeworn Charm,King Talisman,Elemental +4,Status -8,0,6
45927,Timeworn Charm,Queen Talisman,Artisan +3,,0,6
43503,Timeworn Charm,Queen Talisman,Fate +1,,1,6
9057,Timeworn Charm,King Talisman,Guard Up +3,Gunnery +5,0,6
25320,Timeworn Charm,King Talisman,Will Recov +6,BombStrUp -5,0,6
11636,Timeworn Charm,Queen Talisman,Loading +3,Evasion -2,0,6
21683,Timeworn Charm,King Talisman,Recoil +4,FastCharge +1,0,6
25154,Timeworn Charm,King Talisman,Slam +5,Rewards -1,0,6
47783,Timeworn Charm,Queen Talisman,HearProtct +2,PierceS Up -2,0,6
43344,Timeworn Charm,Queen Talisman,PelletS Up +2,Attack +1,0,6
46436,Timeworn Charm,King Talisman,PelletS Up +4,,0,6
2361,Timeworn Charm,King Talisman,Debilitate +3,Hunger +4,0,6
23358,Timeworn Charm,Dragon Talisman,Sheathe +6,Evasion +3,0,6
58502,Timeworn Charm,Queen Talisman,Fire Atk +2,,1,6
34361,Timeworn Charm,Dragon Talisman,Reload Spd +2,WindPress +3,0,6
34140,Timeworn Charm,Dragon Talisman,Evasion +4,Guard +2,1,6
60607,Timeworn Charm,Dragon Talisman,Evade Dist +5,Ice Attack +7,0,6
12663,Timeworn Charm,Queen Talisman,Constitutn +2,,1,6
6346,Timeworn Charm,Queen Talisman,Thundr Atk +3,Eating +1,0,6
5725,Timeworn Charm,Dragon Talisman,Sheathe +6,Thundr Atk +6,0,6
27155,Timeworn Charm,Queen Talisman,Reload Spd +1,Water Res +4,0,6
7781,Timeworn Charm,King Talisman,Protection +6,Rapid Fire -2,0,6
62196,Timeworn Charm,King Talisman,WindPress +2,Health +11,0,6
30875,Timeworn Charm,King Talisman,Awaken +6,Crit Draw -2,0,6
8871,Timeworn Charm,King Talisman,Will Recov +5,Elemental +1,0,6
57947,Timeworn Charm,Dragon Talisman,Eating +5,PelletS Up +2,0,6
2044,Timeworn Charm,Queen Talisman,PunishDraw +1,Rewards -2,1,6
32929,Timeworn Charm,Dragon Talisman,WindPress +5,Horn +5,0,6
43560,Timeworn Charm,Queen Talisman,Rapid Fire +2,FatigueAtk -3,0,6
19089,Timeworn Charm,King Talisman,Ice Attack +7,,0,6
26151,Timeworn Charm,Queen Talisman,Crit Draw +3,FastCharge -1,0,6
27166,Timeworn Charm,King Talisman,Recoil +5,Thundr Atk -5,0,6
9717,Timeworn Charm,Queen Talisman,Fire Atk +3,FastCharge -1,0,6
10754,Timeworn Charm,Queen Talisman,Protection +3,Sheathe -9,0,6
62540,Timeworn Charm,Queen Talisman,Reload Spd +1,BombStrUp -4,0,6
26056,Timeworn Charm,Queen Talisman,Rapid Fire +3,PunishDraw -1,0,6
10446,Timeworn Charm,Queen Talisman,Crit Draw +2,,0,6
8332,Timeworn Charm,Dragon Talisman,Eating +4,Evade Dist +3,0,6
28446,Timeworn Charm,King Talisman,Guard Up +5,,0,6
38908,Timeworn Charm,King Talisman,Fire Atk +3,Potential -3,2,6
50056,Timeworn Charm,King Talisman,WindPress +4,,1,6
51214,Timeworn Charm,Dragon Talisman,Eating +5,Evade Dist +4,0,6
58933,Timeworn Charm,Queen Talisman,Water Atk +2,Psychic +2,0,6
44854,Timeworn Charm,King Talisman,Fire Atk +4,,0,6
50744,Timeworn Charm,King Talisman,PierceS Up +4,Recoil -3,0,6
41576,Timeworn Charm,King Talisman,PunishDraw +3,Eating -1,1,6
62083,Timeworn Charm,Queen Talisman,Sheathe +2,Slam -1,0,6
10987,Timeworn Charm,King Talisman,WindPress +5,,0,6
38185,Timeworn Charm,Dragon Talisman,Recoil +3,KO +4,0,6
53534,Timeworn Charm,Dragon Talisman,NormalS Up +5,HearProtct +3,0,6
9712,Timeworn Charm,Dragon Talisman,Fate +2,PunishDraw +3,0,6
9874,Timeworn Charm,Queen Talisman,Artisan +3,,0,6
38386,Timeworn Charm,King Talisman,Will Recov +4,FatigueAtk -1,2,6
23547,Timeworn Charm,Queen Talisman,WindPress +1,Dragon Res -10,0,6
26403,Timeworn Charm,Queen Talisman,Thundr Atk +2,Fencing -3,0,6
6155,Timeworn Charm,King Talisman,Rec Level +3,,2,6
37472,Timeworn Charm,King Talisman,PunishDraw +4,,0,6
58772,Timeworn Charm,Queen Talisman,Thundr Atk +5,,0,6
16518,Timeworn Charm,King Talisman,Evade Dist +5,,0,6
31196,Timeworn Charm,Dragon Talisman,Fire Atk +5,Crit Draw +3,0,6
13,Timeworn Charm,Queen Talisman,Debilitate +1,Stun -9,1,7
2288,Timeworn Charm,Queen Talisman,Protection +4,,1,7
10510,Timeworn Charm,Queen Talisman,Fencing +1,,0,7
19596,Timeworn Charm,Dragon Talisman,Loading +5,Evasion +2,0,7
50020,Timeworn Charm,Dragon Talisman,Carving +4,Evade Dist +3,0,7
44878,Timeworn Charm,Queen Talisman,KO +3,,1,7
54968,Timeworn Charm,Dragon Talisman,Recoil +2,,0,7
644,Timeworn Charm,Dragon Talisman,Guard Up +2,KO +4,0,7
47981,Timeworn Charm,King Talisman,FatigueAtk +1,KO +4,0,7
12829,Timeworn Charm,Dragon Talisman,WindPress +3,Dragon Atk +9,0,7
35562,Timeworn Charm,King Talisman,Evasion +6,,0,7
49427,Timeworn Charm,Queen Talisman,Constitutn +2,,0,7
5873,Timeworn Charm,King Talisman,FastCharge +5,,0,7
53203,Timeworn Charm,Queen Talisman,Thundr Atk +1,,2,7
16819,Timeworn Charm,King Talisman,Protection +4,Rec Speed +4,0,7
18809,Timeworn Charm,King Talisman,Dragon Atk +7,,0,7
42234,Timeworn Charm,Queen Talisman,NormalS Up +3,,0,7
47165,Timeworn Charm,Queen Talisman,Rewards +3,Fire Atk +1,0,7
65302,Timeworn Charm,Queen Talisman,Blight Res +2,,1,7
54627,Timeworn Charm,Dragon Talisman,KO +5,Crit Draw +3,0,7
5991,Timeworn Charm,Queen Talisman,Dragon Atk +5,Expert -6,0,7
8608,Timeworn Charm,King Talisman,Thundr Atk +7,,0,7
11659,Timeworn Charm,Dragon Talisman,Blight Res +5,Defense +8,0,7
25731,Timeworn Charm,Dragon Talisman,Crit Draw +5,Sharpness +3,0,7
18609,Timeworn Charm,King Talisman,Constitutn +5,,0,7
7034,Timeworn Charm,King Talisman,Elemental +1,Carving +3,0,7
61450,Timeworn Charm,Dragon Talisman,Crit Draw +3,Dragon Atk +9,0,7
30305,Timeworn Charm,Queen Talisman,Protection +1,Fire Res -9,1,7
39277,Timeworn Charm,Dragon Talisman,FatigueAtk +6,Rewards +3,0,7
49637,Timeworn Charm,Queen Talisman,Water Atk +3,,1,7
42833,Timeworn Charm,King Talisman,Rec Level +3,Loading +2,0,7
21863,Timeworn Charm,Queen Talisman,Fencing +1,Carving -2,2,7
56834,Timeworn Charm,Dragon Talisman,Debilitate +3,Reload Spd +4,0,7
2245,Timeworn Charm,Dragon Talisman,Protection +3,Carving +3,0,7
2942,Timeworn Charm,Dragon Talisman,Dragon Atk +6,Sharpness +3,0,7
60251,Timeworn Charm,King Talisman,Rec Level +2,Artisan +2,0,7
15370,Timeworn Charm,Queen Talisman,PelletS Up +2,,1,7
25237,Timeworn Charm,Dragon Talisman,Reload Spd +6,HearProtct +3,0,7
62391,Timeworn Charm,King Talisman,Ice Attack +5,Wide Area +2,0,7
65195,Timeworn Charm,King Talisman,Rec Level +5,Thundr Atk +4,0,7
35795,Timeworn Charm,Queen Talisman,Elemental +2,Stun +3,0,7
25072,Timeworn Charm,King Talisman,Will Recov +6,FatigueAtk +1,0,7
33351,Timeworn Charm,Queen Talisman,Debilitate +2,,1,7
52469,Timeworn Charm,Dragon Talisman,HearProtct +5,ThunderRes +4,0,7
18361,Timeworn Charm,King Talisman,Constitutn +6,,0,7
28749,Timeworn Charm,Dragon Talisman,Reload Spd +5,Rewards +2,0,7
26873,Timeworn Charm,Dragon Talisman,PunishDraw +4,Defense +10,0,7
23512,Timeworn Charm,Queen Talisman,Crit Draw +2,,0,7
20243,Timeworn Charm,King Talisman,Awaken +2,Reload Spd +3,0,7
33166,Timeworn Charm,Queen Talisman,HearProtct +1,Will Recov -1,1,7
19909,Timeworn Charm,Queen Talisman,Awaken +2,,0,7
39745,Timeworn Charm,King Talisman,Sharpness +1,HearProtct +3,0,7
1279,Timeworn Charm,Queen Talisman,Crit Draw +2,,0,7
29015,Timeworn Charm,Queen Talisman,Fate +1,Stamina -3,0,7
8326,Timeworn Charm,Queen Talisman,Recoil +2,,1,7
27390,Timeworn Charm,Queen Talisman,Guard +3,,0,7
49141,Timeworn Charm,King Talisman,Status +1,Awaken +4,0,7
20900,Timeworn Charm,Dragon Talisman,FastCharge +4,Carving +3,0,7
18072,Timeworn Charm,Queen Talisman,Crit Draw +1,Fire Atk -4,1,7
43248,Timeworn Charm,King Talisman,Recoil +4,,0,7
29540,Timeworn Charm,King Talisman,Blight Res +4,FatigueAtk -3,0,7
35363,Timeworn Charm,Queen Talisman,Reload Spd +3,Recoil -3,0,7
14403,Timeworn Charm,King Talisman,Ice Attack +5,,1,7
51134,Timeworn Charm,Queen Talisman,Fire Atk +1,,1,7
44853,Timeworn Charm,King Talisman,HearProtct +1,Wide Area +11,0,7
50568,Timeworn Charm,Queen Talisman,Sheathe +1,Rec Level -1,1,7
10600,Timeworn Charm,Queen Talisman,Fire Atk +1,Sheathe -7,1,7
35436,Timeworn Charm,King Talisman,Sharpness +3,Rapid Fire +2,0,7
27251,Timeworn Charm,Dragon Talisman,PierceS Up +5,Slam +1,0,7
24677,Timeworn Charm,King Talisman,Rapid Fire +1,,0,7
29194,Timeworn Charm,Dragon Talisman,FastCharge +5,Carving +1,0,7
39830,Timeworn Charm,Dragon Talisman,Rewards +1,Status +4,2,7
16239,Timeworn Charm,Dragon Talisman,Will Recov +4,Artisan +3,0,7
47455,Timeworn Charm,Dragon Talisman,Stamina +4,Psychic +12,0,7
50979,Timeworn Charm,Dragon Talisman,Carving +3,HearProtct +3,0,7
17573,Timeworn Charm,King Talisman,Protection +2,PierceS Up +3,0,7
20787,Timeworn Charm,Dragon Talisman,Guard Up +6,Water Res +6,0,7
63547,Timeworn Charm,Queen Talisman,Protection +5,,0,7
7199,Timeworn Charm,King Talisman,FatigueAtk +6,,0,7
25127,Timeworn Charm,King Talisman,Fencing +2,Defense -3,2,7
43031,Timeworn Charm,Queen Talisman,NormalS Up +1,,0,7
56711,Timeworn Charm,Queen Talisman,Guard Up +4,,0,7
45960,Timeworn Charm,Queen Talisman,Crit Draw +1,PierceS Up -1,0,7
49311,Timeworn Charm,King Talisman,NormalS Up +3,Blight Res -1,2,7
50820,Timeworn Charm,King Talisman,Reload Spd +6,,0,7
54952,Timeworn Charm,Queen Talisman,Stamina +2,,0,7
63191,Timeworn Charm,Dragon Talisman,Potential +3,Artisan +2,1,7
9906,Timeworn Charm,Dragon Talisman,Carving +5,Ice Attack +8,0,7
44018,Timeworn Charm,Queen Talisman,Evasion +1,,2,7
34334,Timeworn Charm,King Talisman,Rec Level +2,Rewards +2,0,7
29388,Timeworn Charm,Queen Talisman,Loading +2,Attack +2,0,7
8611,Timeworn Charm,Dragon Talisman,Protection +6,Reload Spd +3,0,7
12187,Timeworn Charm,Queen Talisman,Rec Level +2,,0,7
53296,Timeworn Charm,Queen Talisman,PunishDraw +1,,1,7
33187,Timeworn Charm,King Talisman,Reload Spd +6,Debilitate -1,0,7
23605,Timeworn Charm,Queen Talisman,Protection +2,Fate -1,1,7
36611,Timeworn Charm,Queen Talisman,Guard Up +1,Ice Attack -1,0,7
37962,Timeworn Charm,King Talisman,Slam +3,Crit Draw +1,0,7
14286,Timeworn Charm,Queen Talisman,FastCharge +2,ThunderRes -7,1,7
30542,Timeworn Charm,King Talisman,Blight Res +1,Carving +3,0,7
15626,Timeworn Charm,Queen Talisman,Rewards +2,,0,7
4930,Timeworn Charm,King Talisman,Artisan +3,Rec Speed -3,2,7
17961,Timeworn Charm,Dragon Talisman,Rec Level +4,Elemental +2,0,7
23712,Timeworn Charm,King Talisman,Potential +6,,1,7
55443,Timeworn Charm,Dragon Talisman,Fire Atk +6,Recoil +3,0,7
18881,Timeworn Charm,Queen Talisman,PierceS Up +1,Fire Atk +1,0,7
54906,Timeworn Charm,King Talisman,FastCharge +2,,2,7
55095,Timeworn Charm,King Talisman,PunishDraw +4,Will Recov -3,0,7
22996,Timeworn Charm,Queen Talisman,PelletS Up +1,,2,7
60153,Timeworn Charm,King Talisman,Blight Res +1,Rewards +2,0,7
63485,Timeworn Charm,Dragon Talisman,Fencing +3,PierceS Up +3,0,7
61650,Timeworn Charm,Queen Talisman,Awaken +3,Crit Draw -2,0,7
142,Timeworn Charm,King Talisman,Debilitate +2,Water Res +10,0,7
24992,Timeworn Charm,King Talisman,Ice Attack +7,Constitutn -1,0,7
19271,Timeworn Charm,King Talisman,Fire Atk +6,,0,7
58183,Timeworn Charm,Queen Talisman,Evade Dist +2,,0,7
43580,Timeworn Charm,King Talisman,PunishDraw +5,,0,7
22609,Timeworn Charm,King Talisman,Recoil +3,Attack -4,1,7
57404,Timeworn Charm,King Talisman,Ice Attack +4,Defense +3,0,7
37202,Timeworn Charm,Queen Talisman,Carving +3,Fire Atk -3,0,7
11252,Timeworn Charm,Queen Talisman,Will Recov +1,Fire Res +7,0,7
19462,Timeworn Charm,King Talisman,PunishDraw +4,,0,7
26436,Timeworn Charm,King Talisman,Debilitate +3,Water Res +6,0,7
11963,Timeworn Charm,Queen Talisman,Will Recov +2,,0,7
13872,Timeworn Charm,King Talisman,Guard Up +5,,0,7
23041,Timeworn Charm,King Talisman,WindPress +5,Sheathe +1,0,7
2710,Timeworn Charm,King Talisman,Will Recov +5,,1,7
19419,Timeworn Charm,Dragon Talisman,PunishDraw +4,Wide Area +8,0,7
18868,Timeworn Charm,Queen Talisman,Carving +1,,0,7
52618,Timeworn Charm,Queen Talisman,NormalS Up +1,WindPress -5,1,7
44585,Timeworn Charm,King Talisman,Elemental +4,,1,7
3400,Timeworn Charm,Queen Talisman,Rewards +3,FatigueAtk -1,0,7
10133,Timeworn Charm,Queen Talisman,Fencing +3,Will Recov -2,0,7
18607,Timeworn Charm,Dragon Talisman,Blight Res +2,Eating +3,0,7
6682,Timeworn Charm,King Talisman,Blight Res +5,PunishDraw -3,0,7
64861,Timeworn Charm,King Talisman,Rec Level +5,,0,7
42374,Timeworn Charm,Queen Talisman,Guard +2,,0,7
6442,Timeworn Charm,King Talisman,Elemental +2,Guard Up +3,0,7
22621,Timeworn Charm,King Talisman,Fire Atk +7,,0,7
59516,Timeworn Charm,King Talisman,Debilitate +2,Constitutn +3,0,7
16736,Timeworn Charm,King Talisman,Artisan +4,,1,7
4201,Timeworn Charm,Queen Talisman,WindPress +2,Rewards -3,0,7
20383,Timeworn Charm,Queen Talisman,KO +4,Fire Atk -10,0,7
57806,Timeworn Charm,Queen Talisman,Evade Dist +1,,0,7
42591,Timeworn Charm,King Talisman,HearProtct +5,,0,7
44634,Timeworn Charm,King Talisman,Fate +4,PunishDraw -3,0,7
12024,Timeworn Charm,Queen Talisman,FastCharge +1,Slam -2,1,7
24608,Timeworn Charm,Dragon Talisman,Sheathe +6,HearProtct +1,0,7
17050,Timeworn Charm,Queen Talisman,PelletS Up +1,,0,7
59465,Timeworn Charm,Queen Talisman,Evasion +1,,1,7
7760,Timeworn Charm,King Talisman,Evasion +2,Sharpener +6,0,7
58500,Timeworn Charm,King Talisman,PelletS Up +2,,2,7
34009,Timeworn Charm,King Talisman,FastCharge +4,Hunger -4,0,7
37551,Timeworn Charm,Queen Talisman,Elemental +2,Horn -3,1,7
7313,Timeworn Charm,King Talisman,Reload Spd +6,,0,7
45191,Timeworn Charm,King Talisman,Potential +5,FastCharge +1,0,7
44693,Timeworn Charm,King Talisman,Water Atk +7,,0,7
22408,Timeworn Charm,King Talisman,FastCharge +2,WindPress -8,2,7
22028,Timeworn Charm,Queen Talisman,HearProtct +2,ThunderRes -2,0,7
20511,Timeworn Charm,King Talisman,Ice Attack +7,,0,7
14971,Timeworn Charm,Dragon Talisman,NormalS Up +5,Water Res +4,0,7
20376,Timeworn Charm,King Talisman,Carving +4,,0,7
56574,Timeworn Charm,Queen Talisman,Fire Atk +1,,2,7
21848,Timeworn Charm,Dragon Talisman,KO +6,Reload Spd +4,0,7
54194,Timeworn Charm,Dragon Talisman,Dragon Atk +5,NormalS Up +2,0,7
60509,Timeworn Charm,Queen Talisman,Rec Level +4,Stamina -3,0,7
60778,Timeworn Charm,King Talisman,Blight Res +5,,0,7
42759,Timeworn Charm,Queen Talisman,Stamina +1,,1,7
8839,Timeworn Charm,King Talisman,Fate +1,,3,7
52315,Timeworn Charm,King Talisman,Sharpness +5,,0,7
56620,Timeworn Charm,King Talisman,Potential +5,Dragon Res +6,0,7
29944,Timeworn Charm,King Talisman,PelletS Up +5,Status -1,0,7
41104,Timeworn Charm,Queen Talisman,Reload Spd +2,Wide Area -6,0,7
44374,Timeworn Charm,Queen Talisman,Sheathe +4,,0,7
31627,Timeworn Charm,King Talisman,Water Atk +5,,1,7
10497,Timeworn Charm,King Talisman,Sheathe +1,Fire Atk +3,2,7
17308,Timeworn Charm,King Talisman,Guard Up +5,Defense -2,0,7
39510,Timeworn Charm,Dragon Talisman,Reload Spd +5,Recoil +1,1,7
25282,Timeworn Charm,King Talisman,Elemental +5,Psychic -9,0,7
4948,Timeworn Charm,Queen Talisman,Potential +3,PelletS Up -1,1,7
21129,Timeworn Charm,King Talisman,Constitutn +6,Reload Spd -3,0,7
58376,Timeworn Charm,Queen Talisman,Potential +1,Crit Draw -1,1,7
12185,Timeworn Charm,King Talisman,Loading +5,NormalS Up -2,0,7
52944,Timeworn Charm,Queen Talisman,Water Atk +3,ThunderRes +1,0,7
36598,Timeworn Charm,Queen Talisman,Fate +2,,0,7
35674,Timeworn Charm,Queen Talisman,Guard +3,Constitutn -3,0,7
3776,Timeworn Charm,King Talisman,Stamina +5,,0,7
10946,Timeworn Charm,Queen Talisman,Debilitate +1,Ice Attack -8,1,7
30969,Timeworn Charm,Queen Talisman,Status +1,BombStrUp -4,1,7
25415,Timeworn Charm,King Talisman,Rec Level +5,Slam -3,0,7
28356,Timeworn Charm,King Talisman,Evasion +5,Fire Atk -3,0,7
23068,Timeworn Charm,Dragon Talisman,Eating +3,PierceS Up +3,0,7
7462,Timeworn Charm,King Talisman,Sharpness +5,Rewards -1,0,7
6052,Timeworn Charm,King Talisman,NormalS Up +4,,0,7
19344,Timeworn Charm,Dragon Talisman,Guard +6,HearProtct +1,0,7
5668,Timeworn Charm,King Talisman,Debilitate +1,Potential +3,0,7
17123,Timeworn Charm,Queen Talisman,Fate +2,Protection -5,0,7
6950,Timeworn Charm,Queen Talisman,Loading +2,WindPress -7,2,7
46666,Timeworn Charm,Queen Talisman,Awaken +4,PierceS Up -2,0,7
42841,Timeworn Charm,Queen Talisman,Dragon Atk +1,FatigueAtk +2,0,7
23271,Timeworn Charm,Dragon Talisman,Protection +6,Slam +2,0,7
43190,Timeworn Charm,Dragon Talisman,Constitutn +5,Rec Speed +12,0,7
19332,Timeworn Charm,King Talisman,Artisan +5,,0,7
3556,Timeworn Charm,Queen Talisman,Ice Attack +2,Attack -1,1,7
37589,Timeworn Charm,Queen Talisman,Will Recov +2,PierceS Up -2,0,7
14001,Timeworn Charm,King Talisman,Guard Up +6,,0,7
45745,Timeworn Charm,Dragon Talisman,Crit Draw +2,Rec Speed +11,0,7
11471,Timeworn Charm,King Talisman,Recoil +4,,0,7
58006,Timeworn Charm,King Talisman,WindPress +5,,0,7
12428,Timeworn Charm,King Talisman,PunishDraw +2,,3,7
30349,Timeworn Charm,Dragon Talisman,Sheathe +5,Artisan +2,0,7
47021,Timeworn Charm,King Talisman,Loading +2,Ice Res +12,0,7
39958,Timeworn Charm,King Talisman,Stamina +1,,3,7
38767,Timeworn Charm,Dragon Talisman,Recoil +5,Fencing +2,0,7
25240,Timeworn Charm,Queen Talisman,Slam +3,Hunger -10,0,7
62919,Timeworn Charm,Queen Talisman,Thundr Atk +2,Rec Level -2,1,7
27397,Timeworn Charm,Queen Talisman,Evasion +4,,0,7
50373,Timeworn Charm,King Talisman,Rec Level +5,PunishDraw -2,0,7
41643,Timeworn Charm,King Talisman,Reload Spd +1,Awaken +4,0,7
8512,Timeworn Charm,King Talisman,FastCharge +4,Attack +4,0,7
60126,Timeworn Charm,Dragon Talisman,PierceS Up +5,Guard +2,0,7
58733,Timeworn Charm,Queen Talisman,Sheathe +2,Fire Atk +1,0,7
9654,Timeworn Charm,King Talisman,Awaken +4,Stamina +1,0,7
65029,Timeworn Charm,King Talisman,HearProtct +4,Rec Speed -5,0,7
6579,Timeworn Charm,King Talisman,Guard +4,Sharpener +2,1,7
46733,Timeworn Charm,King Talisman,Eating +3,Elemental +2,0,7
54633,Timeworn Charm,King Talisman,PierceS Up +4,,0,7
7047,Timeworn Charm,Queen Talisman,FastCharge +1,Debilitate -3,2,7
63738,Timeworn Charm,Queen Talisman,Dragon Atk +4,Gunnery -7,0,7
40815,Timeworn Charm,Queen Talisman,Thundr Atk +2,Stun -10,1,7
58873,Timeworn Charm,King Talisman,Eating +4,,0,7
34294,Timeworn Charm,Dragon Talisman,Fencing +4,Defense +1,2,7
22348,Timeworn Charm,King Talisman,Artisan +4,Rec Level -2,0,7
11468,Timeworn Charm,King Talisman,Artisan +2,Dragon Atk +7,0,7
57478,Timeworn Charm,Queen Talisman,Status +4,,0,7
50226,Timeworn Charm,King Talisman,Crit Draw +1,Stun +12,0,7
15771,Timeworn Charm,King Talisman,Thundr Atk +6,,0,7
30450,Timeworn Charm,Queen Talisman,PelletS Up +1,,1,7
64797,Timeworn Charm,Dragon Talisman,Evade Dist +6,Thundr Atk +7,0,7
31110,Timeworn Charm,King Talisman,Ice Attack +6,,0,7
50231,Timeworn Charm,King Talisman,Slam +5,Fire Res -8,0,7
16651,Timeworn Charm,King Talisman,NormalS Up +4,Thundr Atk +1,0,7
54604,Timeworn Charm,King Talisman,Dragon Atk +6,,0,7
1943,Timeworn Charm,Dragon Talisman,Blight Res +4,Health +7,0,7
15153,Timeworn Charm,King Talisman,PunishDraw +1,Will Recov +3,0,7
52408,Timeworn Charm,Queen Talisman,KO +1,,1,7
7625,Timeworn Charm,King Talisman,PelletS Up +2,Hunger +4,0,7
34740,Timeworn Charm,King Talisman,Thundr Atk +4,Artisan +1,0,7
35481,Timeworn Charm,King Talisman,Rapid Fire +5,Fate -3,0,7
35171,Timeworn Charm,Queen Talisman,Ice Attack +4,Fire Res -7,0,7
45974,Timeworn Charm,King Talisman,Elemental +4,Artisan +1,0,7
51775,Timeworn Charm,Queen Talisman,Constitutn +1,HearProtct +1,0,7
26943,Timeworn Charm,Queen Talisman,Awaken +1,Slam -2,1,7
35832,Timeworn Charm,Queen Talisman,Sheathe +2,Hunger +2,0,7
31584,Timeworn Charm,Dragon Talisman,Water Atk +4,Dragon Res +12,0,7
2929,Timeworn Charm,King Talisman,Recoil +1,Sharpness +3,0,7
57963,Timeworn Charm,Queen Talisman,WindPress +2,Expert -2,0,7
4860,Timeworn Charm,King Talisman,Dragon Atk +3,,2,7
5641,Timeworn Charm,King Talisman,Artisan +3,Ice Res +4,0,7
12371,Timeworn Charm,King Talisman,Evade Dist +3,Fate -1,2,7
20317,Timeworn Charm,King Talisman,Dragon Atk +6,PunishDraw -2,0,7
46190,Timeworn Charm,King Talisman,Fire Atk +5,Rec Level +1,0,7
24428,Timeworn Charm,King Talisman,Guard Up +5,Rec Level -3,0,7
50733,Timeworn Charm,Queen Talisman,NormalS Up +3,Awaken -3,0,7
39640,Timeworn Charm,King Talisman,Status +4,,1,7
48162,Timeworn Charm,Queen Talisman,Dragon Atk +1,Water Atk +1,1,7
44685,Timeworn Charm,Queen Talisman,Potential +3,,0,7
21000,Timeworn Charm,King Talisman,Constitutn +5,Rec Level +1,0,7
35672,Timeworn Charm,Queen Talisman,Fate +3,Sharpener -2,0,7
3424,Timeworn Charm,Dragon Talisman,PierceS Up +4,Reload Spd +4,0,7
14357,Timeworn Charm,Dragon Talisman,PierceS Up +4,Will Recov +3,0,7
43038,Timeworn Charm,Queen Talisman,Sheathe +3,KO -1,0,7
57943,Timeworn Charm,King Talisman,Ice Attack +6,NormalS Up -3,0,7
1340,Timeworn Charm,Queen Talisman,Rec Level +2,Ice Res -7,0,7
39751,Timeworn Charm,Queen Talisman,Awaken +3,BombStrUp -8,0,7
2335,Timeworn Charm,Queen Talisman,PunishDraw +3,Carving -2,0,7
18782,Timeworn Charm,Dragon Talisman,Carving +3,Hunger +9,0,7
37482,Timeworn Charm,Queen Talisman,Fencing +2,,0,7
60532,Timeworn Charm,King Talisman,Constitutn +5,PierceS Up +1,0,7
64826,Timeworn Charm,Queen Talisman,Dragon Atk +1,Psychic +5,0,7
36214,Timeworn Charm,King Talisman,Recoil +4,Rec Level -2,0,7
33453,Timeworn Charm,Dragon Talisman,Fate +5,Fire Atk +5,0,7
5058,Timeworn Charm,Queen Talisman,Will Recov +4,,0,7
40489,Timeworn Charm,King Talisman,Guard +5,,0,7
1497,Timeworn Charm,King Talisman,Recoil +1,Fire Atk +9,0,7
2020,Timeworn Charm,Dragon Talisman,Stamina +5,Health +6,0,7
28705,Timeworn Charm,King Talisman,NormalS Up +2,,2,7
19129,Timeworn Charm,Dragon Talisman,PierceS Up +5,Stamina +3,0,7
33191,Timeworn Charm,King Talisman,KO +6,,1,7
24309,Timeworn Charm,Dragon Talisman,Crit Draw +5,PelletS Up +2,0,7
29789,Timeworn Charm,Queen Talisman,Evade Dist +2,,0,7
13824,Timeworn Charm,King Talisman,Potential +6,,0,7
14593,Timeworn Charm,Dragon Talisman,Crit Draw +4,Sheathe +3,0,7
19211,Timeworn Charm,King Talisman,Sheathe +5,Evasion -2,0,7
47623,Timeworn Charm,King Talisman,Water Atk +3,Eating +2,0,7
15184,Timeworn Charm,Dragon Talisman,Carving +5,Rec Level +3,0,7
57864,Timeworn Charm,King Talisman,PierceS Up +4,,0,7
52799,Timeworn Charm,King Talisman,Fate +2,Sharpener +6,0,7
11078,Timeworn Charm,Dragon Talisman,Evade Dist +2,FastCharge +3,0,7
54201,Timeworn Charm,King Talisman,Guard Up +1,Sheathe +4,0,7
61741,Timeworn Charm,King Talisman,Crit Draw +5,,0,7
16158,Timeworn Charm,King Talisman,Elemental +3,Wide Area +5,0,7
33199,Timeworn Charm,Queen Talisman,Elemental +1,,0,7
25717,Timeworn Charm,King Talisman,Evasion +6,,0,7
16145,Timeworn Charm,Queen Talisman,NormalS Up +3,,0,7
30911,Timeworn Charm,King Talisman,Rewards +3,Fire Atk -6,1,7
15207,Timeworn Charm,Queen Talisman,Guard +1,PunishDraw -1,2,7
61912,Timeworn Charm,Queen Talisman,Carving +3,Rewards -1,0,7
46254,Timeworn Charm,Queen Talisman,Status +3,,1,7
35692,Timeworn Charm,King Talisman,Evade Dist +5,Attack -4,0,7
6944,Timeworn Charm,Dragon Talisman,Artisan +5,Carving +2,0,7
45610,Timeworn Charm,Dragon Talisman,FastCharge +4,Fencing +3,0,7
53074,Timeworn Charm,King Talisman,Debilitate +4,,2,7
59478,Timeworn Charm,Queen Talisman,Carving +3,,0,7
10048,Timeworn Charm,Queen Talisman,Guard +2,,2,7
3647,Timeworn Charm,Dragon Talisman,Fate +4,Water Res +9,0,7
53605,Timeworn Charm,King Talisman,Evasion +4,Loading -2,1,7
22208,Timeworn Charm,King Talisman,Sharpness +2,Blight Res +1,2,7
